soil_moisture,temperature,water
39.19,31.57,29.14
21.82,24.62,28.52
49.38,15.1,17.2
29.38,28.47,30.08
43.79,28.71,24.33
19.48,27.52,32.19
11.41,28.05,32.38
23.91,10.86,27.43
68.64,38.67,21.82
76.1,26.71,9.02
60.12,27.04,20.1
84.62,23.9,6.82
20.72,28.04,28.43
65.05,26.9,16.84
49.16,34.01,25.54
57.44,31.78,21.86
69.9,20.13,11.2
46.12,11.26,19.99
31.98,35.65,28.41
25.35,29.74,33.38
24.65,29.32,29.9
76.3,27.2,9.86
38.44,28.19,25.14
59.57,42.22,21.21
89.23,12.74,0.0
41.72,29.23,27.54
20.76,18.0,26.56
18.64,39.67,36.22
45.22,43.96,26.02
37.92,15.05,20.46
42.74,22.45,21.65
25.46,13.01,23.7
30.7,36.2,34.12
80.51,30.35,9.13
84.11,19.79,8.18
84.7,15.28,3.39
70.68,23.08,12.14
75.4,21.16,7.32
73.33,13.93,8.0
79.62,27.07,10.54
13.76,28.53,31.96
59.57,22.07,13.83
74.15,38.37,24.83
68.14,41.96,19.83
25.87,10.23,22.87
14.56,24.19,35.27
43.64,41.2,29.18
26.82,30.31,30.31
76.24,23.45,11.35
78.19,14.18,6.89
24.76,33.08,28.74
54.62,13.28,14.53
63.07,23.4,14.37
75.38,11.8,7.07
65.07,22.17,16.86
28.79,23.86,25.69
77.33,12.24,9.96
72.35,22.7,9.22
49.01,14.83,21.63
58.98,27.04,13.95
30.29,42.47,33.91
60.0,26.83,14.22
64.22,40.31,18.97
17.16,29.44,30.1
27.25,14.47,24.12
50.4,32.66,24.69
44.4,35.58,23.41
71.81,31.72,19.09
71.15,29.38,14.19
25.52,21.78,27.09
62.94,38.93,16.68
59.43,10.27,13.5
51.02,42.84,26.64
83.01,43.52,13.92
48.7,35.34,24.24
23.19,12.87,27.02
34.02,19.46,23.91
35.22,20.72,20.94
69.53,33.48,16.21
83.31,28.8,6.92
65.4,26.34,16.72
84.08,15.84,8.82
33.94,25.46,25.96
86.75,33.14,11.59
32.22,27.25,26.06
49.82,36.14,20.34
22.58,31.17,33.31
48.31,18.33,19.27
69.51,40.75,17.47
62.73,23.87,19.74
12.72,32.95,35.1
44.34,42.04,28.26
23.73,10.41,23.93
29.72,19.95,24.88
70.35,34.72,15.98
49.71,37.3,22.92
55.94,26.52,15.36
14.59,28.44,31.11
82.12,11.16,6.81
35.37,29.73,27.05
76.56,23.78,9.09
27.44,39.77,30.99
24.62,26.86,30.76
67.88,12.42,10.96
18.02,32.07,33.37
44.96,16.02,20.25
46.68,14.28,15.96
19.34,14.8,24.61
36.57,42.01,31.12
11.73,42.32,38.27
45.88,32.04,21.87
24.19,37.74,32.7
34.12,16.13,23.02
76.91,27.99,11.36
88.81,24.75,7.68
71.27,20.24,8.69
48.91,40.22,27.62
28.1,38.41,35.19
33.47,18.74,23.19
78.5,31.06,12.78
36.6,24.48,23.47
11.04,23.71,34.51
55.38,29.3,18.02
15.62,25.79,33.39
13.11,18.2,29.48
78.16,42.95,16.22
41.31,37.01,25.24
23.47,18.73,24.22
30.01,21.63,24.91
75.81,10.15,9.27
40.84,34.36,24.06
48.93,40.2,25.57
64.48,28.36,17.49
47.97,21.29,21.44
45.13,33.89,24.98
39.9,30.68,24.28
43.68,43.07,29.58
34.3,19.61,21.81
77.92,18.02,9.38
51.34,22.43,19.04
42.53,12.66,18.8
88.64,20.49,2.67
68.13,20.98,8.87
18.93,15.56,25.84
40.27,22.07,18.56
39.84,18.07,19.72
83.32,34.52,13.7
72.58,36.16,18.32
23.64,30.11,31.51
37.76,32.5,24.68
48.24,13.23,18.99
79.87,35.21,17.99
61.39,29.98,17.94
37.81,35.58,24.5
58.65,20.31,18.24
25.1,41.04,31.7
76.28,16.84,6.11
54.57,23.4,18.25
18.03,36.54,34.42
85.19,16.01,9.59
52.92,44.25,26.82
78.8,21.53,9.15
19.51,29.17,33.24
60.33,16.44,14.63
30.41,15.45,23.86
34.11,36.99,29.06
55.26,42.71,24.02
21.35,25.05,28.76
60.04,34.4,24.21
58.86,37.46,21.11
68.86,43.35,22.9
58.17,11.93,13.56
27.59,24.06,25.64
36.09,24.75,24.62
50.03,14.1,15.96
21.0,26.35,34.58
22.15,18.66,26.21
28.11,30.11,28.97
23.66,23.07,28.12
40.36,41.12,30.53
72.88,26.86,16.96
70.06,10.2,11.28
37.95,12.21,22.54
68.33,20.09,9.07
55.15,34.55,20.2
14.31,27.38,31.84
44.77,35.51,28.71
23.7,44.48,38.69
52.47,44.43,26.18
43.2,30.61,26.07
88.93,29.68,8.88
45.9,37.86,23.79
69.58,16.19,11.41
35.37,16.11,23.09
68.39,28.59,17.25
26.23,15.85,25.48
77.11,30.48,11.69
80.55,34.53,12.76
21.92,38.81,39.14
29.73,43.24,33.77
27.13,44.79,37.29
36.35,13.95,23.93
86.16,36.42,13.0
85.42,20.55,0.92
16.0,17.1,29.48
69.27,41.27,19.52
58.5,13.01,13.65
41.53,16.47,19.58
24.23,43.35,35.67
15.68,16.43,28.41
70.91,21.76,10.04
71.6,31.09,10.59
33.06,21.75,26.54
61.88,22.0,13.67
19.67,35.78,37.25
39.21,23.82,21.58
34.56,32.99,27.99
50.95,24.36,19.84
54.05,16.0,13.61
82.27,40.04,16.31
40.54,13.2,19.02
17.34,29.2,29.6
69.1,12.9,10.67
42.23,28.16,26.1
41.67,38.0,27.68
66.37,22.0,13.82
29.31,42.52,34.11
28.4,25.44,26.1
41.49,37.45,32.17
32.54,40.6,32.16
56.15,26.69,20.71
46.8,38.78,26.08
11.13,15.07,31.16
75.12,11.16,7.19
13.08,39.75,39.0
61.16,14.25,14.69
83.51,14.2,4.81
23.02,21.76,29.54
55.48,42.17,26.46
46.64,37.03,30.15
36.16,20.46,18.34
16.52,28.07,32.04
10.69,24.22,36.68
77.06,17.84,11.64
28.15,15.1,25.66
81.22,39.61,17.8
17.25,39.18,37.28
26.55,30.15,33.14
14.72,34.75,35.51
35.88,38.16,30.77
88.94,25.75,6.21
29.79,20.37,23.94
33.57,35.95,30.06
58.62,11.08,14.44
64.37,29.65,16.87
10.11,34.63,37.7
21.09,31.57,35.19
36.51,25.24,25.78
10.61,36.82,38.67
10.24,39.05,35.59
26.42,18.74,27.57
52.73,28.53,20.81
62.01,24.11,17.18
39.47,15.63,15.49
68.48,40.96,18.9
78.13,30.51,12.32
33.93,17.74,23.65
41.26,13.04,20.35
78.61,34.98,14.2
15.27,20.01,30.24
48.44,40.08,27.73
43.47,13.54,17.63
58.0,38.76,25.38
62.33,25.42,16.99
32.36,42.99,32.08
64.96,22.31,11.89
46.31,21.05,19.06
77.36,10.38,5.92
72.26,30.42,13.24
40.85,11.47,24.84
61.06,18.58,12.96
55.39,26.15,20.17
82.73,10.86,7.33
58.46,35.54,22.86
29.06,27.16,28.4
50.24,22.51,21.26
30.83,28.45,28.28
27.22,25.55,29.18
18.46,17.12,27.0
79.02,16.25,8.58
80.26,25.64,10.48
44.81,33.55,27.08
50.67,13.68,21.3
23.41,22.62,27.69
61.3,13.27,10.4
80.59,37.96,15.07
64.59,43.68,19.99
16.33,24.58,28.63
44.05,23.15,23.15
78.0,31.6,9.91
45.06,34.91,24.38
79.06,21.82,9.3
84.89,35.61,11.03
39.15,14.84,23.71
64.46,10.07,14.85
84.52,35.83,9.82
37.51,37.09,28.68
73.42,27.14,12.48
68.58,42.61,20.36
40.35,19.92,20.09
13.52,32.21,33.3
51.0,14.72,20.35
14.69,32.83,35.59
11.75,21.97,29.53
65.47,25.25,16.6
60.63,13.15,10.92
67.96,17.73,12.92
22.23,23.08,25.33
60.4,10.79,12.63
88.61,33.1,10.18
76.89,11.11,6.63
12.71,33.06,38.37
17.95,27.93,31.64
31.29,35.73,28.06
85.56,15.46,3.39
21.69,30.88,31.81
52.17,25.86,22.01
58.47,40.73,20.87
16.1,15.42,29.03
64.59,18.67,12.55
47.6,27.97,24.52
26.16,44.19,36.16
35.51,41.24,30.17
21.32,26.68,30.47
85.09,41.52,16.6
48.52,36.11,24.48
57.97,10.24,14.81
35.48,11.08,25.85
47.8,27.09,22.17
55.46,14.87,16.25
14.94,11.47,33.26
37.11,41.58,32.57
71.95,14.25,10.76
54.56,28.62,20.33
31.38,17.34,25.95
64.85,38.49,20.53
85.85,15.62,5.46
82.44,29.58,10.05
32.69,34.82,30.98
49.75,20.25,13.18
20.8,39.7,37.97
59.44,42.68,21.5
62.72,33.65,21.54
72.24,21.45,12.0
41.61,25.39,21.25
47.58,21.79,21.03
24.8,12.88,28.73
58.12,17.51,13.21
30.67,26.97,27.43
40.4,26.76,24.18
77.12,38.03,15.75
88.51,35.22,11.55
57.03,11.02,15.37
26.62,29.08,26.97
17.2,29.54,32.48
65.68,26.68,10.22
74.66,16.2,10.01
67.73,44.05,20.97
42.37,32.23,23.36
51.95,42.89,26.16
65.36,21.09,9.79
88.58,20.81,5.93
22.8,10.19,28.29
81.91,24.23,9.4
33.03,16.07,22.68
87.3,33.0,12.27
56.89,17.67,15.27
27.11,18.99,26.0
80.02,32.14,13.57
87.94,30.2,9.57
14.87,35.63,38.31
45.06,40.73,28.5
67.44,25.65,15.19
72.84,13.69,10.59
44.97,11.65,17.44
59.72,23.74,19.83
50.36,17.66,19.69
53.36,11.63,14.62
69.61,36.4,16.18
26.21,35.36,28.88
48.16,36.99,24.2
60.58,36.54,22.46
13.96,25.19,32.99
55.26,12.61,15.16
22.21,20.0,27.81
88.23,28.75,8.98
65.19,18.94,16.11
10.74,27.82,32.38
17.64,28.79,29.92
79.09,17.3,9.13
50.6,17.42,16.95
54.43,18.76,14.7
51.65,26.78,19.49
54.46,14.41,16.7
80.34,41.55,17.25
48.35,23.34,21.41
79.95,11.3,5.92
31.6,39.26,33.15
55.25,43.37,24.5
60.13,17.76,17.22
89.49,13.0,8.33
50.01,31.21,23.22
49.97,35.23,24.81
36.91,15.82,19.95
86.92,16.86,7.8
65.45,30.07,16.19
54.36,44.54,25.06
50.05,34.97,23.35
72.42,19.26,10.01
83.67,29.7,6.8
10.32,12.04,31.95
25.94,41.09,35.14
42.34,39.92,31.69
25.1,31.72,29.54
72.06,36.94,16.32
76.51,41.79,16.7
65.08,18.53,11.72
62.2,11.91,13.92
37.8,14.82,21.38
84.17,21.14,1.47
27.67,10.94,24.3
49.35,19.61,15.65
50.03,21.15,20.35
71.35,23.69,15.52
31.84,21.48,22.09
49.46,20.49,16.46
86.75,36.6,14.77
64.29,42.14,21.75
69.42,43.62,25.3
74.19,42.29,19.83
54.7,32.18,23.14
37.67,15.46,25.08
58.88,29.49,18.46
38.15,33.28,26.23
21.69,40.64,36.55
48.16,37.69,21.53
80.38,42.15,15.07
25.73,18.74,22.87
48.02,11.49,16.34
67.45,22.78,14.56
69.56,40.56,18.94
76.33,19.2,6.38
41.82,41.29,29.36
61.68,24.13,16.87
86.22,22.3,6.62
71.42,36.71,13.43
23.52,30.38,31.0
21.61,15.19,28.61
61.71,13.16,11.2
49.14,33.41,23.5
84.63,43.77,16.57
38.12,18.84,21.13
36.73,23.8,25.2
89.52,27.45,11.2
73.6,43.57,23.05
68.92,40.08,20.66
28.18,41.75,36.35
34.14,38.29,31.7
83.22,17.67,7.66
14.26,37.03,37.06
52.52,27.49,18.11
48.27,24.51,20.23
44.67,12.54,17.4
43.7,43.61,29.62
49.89,21.81,17.72
54.72,32.71,22.29
34.68,12.68,22.25
42.65,14.36,20.76
73.44,23.21,9.06
87.83,41.8,13.17
10.02,26.72,34.31
75.17,13.56,11.29
41.23,31.85,23.43
75.03,37.89,17.81
31.16,15.14,23.9
53.62,37.26,26.6
12.54,37.57,40.0
19.86,40.26,34.76
24.54,11.78,26.84
51.0,37.18,26.34
35.05,17.5,22.24
34.57,32.22,27.03
64.74,34.26,18.12
42.93,16.71,21.21
86.88,27.13,6.78
70.01,31.09,17.75
25.29,42.72,37.67
24.25,15.01,26.44
84.64,39.85,11.73
60.34,11.1,12.94
55.32,36.38,22.37
27.04,28.61,30.89
79.55,27.33,11.52
20.4,32.83,36.72
48.33,20.32,17.6
25.65,17.64,27.5
26.13,25.48,26.54
68.5,18.06,13.64
26.15,11.91,23.17
63.93,32.51,18.03
39.19,43.12,32.16
35.64,22.72,23.29
66.71,10.79,14.15
33.72,15.68,21.18
87.41,11.2,6.43
71.95,22.03,10.23
65.58,24.46,15.14
89.7,36.31,11.96
77.65,41.13,16.23
51.11,16.09,15.85
35.93,34.97,29.53
30.52,40.51,32.58
59.1,15.29,12.76
22.19,36.58,35.85
24.38,40.2,37.3
83.95,11.35,7.6
29.87,33.87,31.07
58.29,25.42,17.45
24.72,12.81,30.25
68.36,21.82,17.36
62.68,41.96,22.43
26.04,41.93,38.1
52.78,34.5,23.88
78.36,28.58,11.65
64.15,12.5,10.82
52.04,14.97,15.25
30.76,36.38,29.36
47.28,14.49,19.18
33.03,39.84,33.31
87.87,41.84,11.5
71.64,39.17,16.87
76.69,39.28,13.94
21.92,17.53,28.52
78.22,35.96,16.93
78.02,13.01,6.67
44.05,35.87,27.35
20.57,13.81,29.9
24.35,39.02,33.51
76.11,11.73,5.81
77.04,43.19,17.89
71.52,44.85,20.25
62.36,34.77,21.16
36.58,41.7,33.92
65.83,39.26,22.93
40.52,18.43,21.1
83.22,42.0,13.01
43.85,41.45,29.37
24.28,41.76,36.54
14.8,31.22,34.62
46.36,44.73,33.55
47.19,36.47,23.91
32.31,18.41,25.87
22.36,28.07,35.21
55.51,39.2,20.99
52.36,38.08,24.03
19.81,15.67,30.42
55.86,16.49,12.54
75.81,24.41,10.17
11.35,26.06,33.27
21.91,11.7,28.98
65.9,23.07,11.67
33.97,24.18,20.93
17.7,22.62,30.1
66.29,35.38,16.91
52.22,18.87,19.06
34.3,13.91,22.26
10.08,37.07,37.98
13.57,19.17,31.33
61.99,41.65,21.55
59.04,24.92,15.96
15.81,28.71,34.57
87.66,29.12,10.83
22.82,16.38,25.8
78.14,43.94,19.14
84.05,18.21,5.4
82.41,42.48,13.99
47.61,41.07,27.74
12.48,44.8,38.75
60.37,44.71,27.11
61.27,21.29,15.3
70.87,28.18,13.7
50.67,11.84,17.75
19.51,29.45,33.03
82.37,13.35,5.87
73.83,29.42,16.65
36.15,21.52,22.82
55.85,13.7,15.22
68.15,19.34,9.24
62.47,20.65,11.9
59.56,25.0,17.38
18.81,16.81,25.99
23.63,37.94,35.15
63.84,23.03,14.42
17.72,22.9,30.03
32.21,12.81,23.05
73.02,14.26,10.4
40.54,11.91,21.02
16.8,34.7,37.51
58.59,15.95,14.33
65.52,13.35,11.24
69.89,28.05,11.21
59.07,12.05,14.41
27.78,13.8,29.32
50.92,30.03,20.37
82.42,25.73,9.03
47.32,36.04,27.81
16.49,31.0,31.9
20.76,30.87,32.07
82.23,13.86,7.07
51.1,11.09,18.53
19.14,38.86,40.0
70.94,22.21,9.44
59.07,12.11,13.59
33.38,16.32,22.15
65.13,22.49,14.17
47.4,16.85,19.34
71.5,44.76,22.7
57.75,42.73,23.72
12.53,18.84,27.78
37.65,43.25,33.77
12.87,42.2,40.0
89.48,23.3,1.24
47.6,37.95,28.06
42.69,27.14,23.04
18.14,24.41,30.26
44.21,40.04,29.59
12.88,23.41,31.9
79.13,19.88,8.25
88.4,16.59,2.18
51.29,44.03,26.37
17.47,35.72,33.5
53.83,40.1,26.82
60.2,42.94,25.56
21.29,31.26,31.68
52.23,15.8,17.52
55.79,26.89,19.78
12.04,41.25,39.52
29.99,26.56,30.3
51.5,17.21,15.07
69.51,23.17,14.0
61.54,42.01,23.22
45.07,25.36,20.42
47.45,33.96,25.27
18.16,44.87,40.0
24.86,20.0,25.99
74.77,30.27,7.97
35.43,24.69,22.28
75.29,14.15,5.19
54.03,44.34,28.02
24.92,28.2,30.64
33.2,22.24,22.66
48.35,35.33,22.8
85.98,37.09,12.2
28.97,26.89,28.97
51.87,10.61,11.57
52.38,26.1,18.0
60.79,17.71,12.94
25.71,41.83,34.74
45.45,11.8,19.05
82.04,27.96,13.53
15.06,24.02,31.71
66.11,26.45,15.16
75.09,25.0,8.65
29.6,34.3,33.19
12.82,11.1,29.24
59.61,44.99,26.9
16.87,34.17,34.43
39.86,21.73,22.98
27.61,38.47,33.41
39.84,44.18,33.65
84.64,27.86,11.64
73.85,23.18,10.61
67.83,41.96,20.09
30.14,24.28,25.91
12.67,11.62,30.0
23.09,25.64,30.49
52.5,24.06,14.73
10.0,44.65,40.0
62.75,36.63,20.44
60.82,32.38,20.39
69.74,33.89,17.7
30.53,13.44,18.71
83.86,31.16,12.26
81.85,43.07,16.22
67.81,38.47,13.96
39.42,31.28,23.58
53.67,19.31,14.0
77.21,33.93,14.12
27.8,19.79,23.17
56.63,25.65,18.44
19.03,27.78,32.24
74.07,24.3,10.07
84.03,40.97,17.14
18.3,41.77,38.13
17.65,29.55,27.63
65.86,35.29,21.17
58.12,27.96,17.14
73.98,37.44,16.14
43.02,41.8,28.63
56.46,13.97,18.03
38.78,29.68,28.78
63.59,36.59,22.28
80.11,13.55,5.94
87.34,40.69,14.53
50.83,22.83,19.01
46.02,31.15,23.52
52.75,39.92,25.66
14.58,31.61,37.57
26.11,14.08,27.22
15.82,44.24,40.0
42.14,31.05,18.86
81.48,30.26,7.72
73.73,43.04,16.84
36.79,36.9,25.38
85.04,32.91,10.74
42.17,36.95,26.83
22.01,31.49,33.32
66.07,10.38,12.15
38.12,13.92,21.02
72.91,42.03,20.66
74.5,37.48,14.92
30.22,15.81,21.25
24.35,22.66,26.39
33.02,20.96,22.41
61.76,12.59,13.68
84.96,31.53,9.74
16.01,41.02,40.0
32.1,30.44,28.16
81.3,24.74,7.17
82.23,25.73,5.69
69.83,28.1,16.36
39.84,31.23,25.22
67.61,12.35,12.2
62.2,40.36,22.86
38.95,26.63,24.15
86.24,22.29,5.25
53.9,24.85,15.54
79.31,10.24,8.51
31.28,37.65,34.81
49.65,19.96,15.44
12.81,17.61,30.55
55.91,22.12,14.86
17.9,20.63,29.85
77.77,31.74,16.76
26.14,27.67,31.92
48.04,34.71,24.54
18.6,19.59,28.98
40.46,12.17,19.74
17.62,34.64,32.95
83.13,41.14,19.48
69.74,25.02,12.07
38.65,41.67,31.76
62.28,11.43,14.13
22.34,38.54,36.0
40.42,30.14,25.96
15.49,42.06,40.0
43.36,25.57,18.12
18.06,18.02,28.9
55.97,16.66,17.3
52.27,33.15,22.8
82.15,37.95,16.17
66.43,20.37,12.1
14.83,12.38,29.98
39.56,23.43,23.19
41.52,37.46,25.74
32.62,11.96,23.78
50.47,35.91,23.2
50.75,19.39,19.32
48.84,35.45,25.05
80.08,24.45,9.07
23.73,40.08,37.07
51.55,38.5,22.26
74.59,38.87,20.69
57.36,19.94,13.55
13.48,12.15,30.9
28.98,16.31,25.81
80.2,13.66,4.78
30.86,43.55,32.39
44.8,21.1,21.7
27.79,39.17,34.32
26.04,25.33,26.93
45.7,40.79,29.91
35.28,42.66,31.46
79.62,20.91,9.63
71.65,10.85,5.99
13.55,38.58,40.0
62.41,10.18,11.89
46.4,28.12,20.44
24.46,21.98,26.17
89.66,39.11,9.6
65.99,26.87,14.72
87.07,25.39,9.12
44.01,27.25,21.62
35.11,37.25,27.48
85.3,37.2,11.63
10.88,18.99,31.29
78.08,30.47,13.0
50.38,10.95,16.37
26.71,44.13,37.17
32.75,31.39,29.15
66.39,17.77,10.4
80.86,38.03,14.22
11.8,41.35,40.0
56.47,20.63,16.3
15.1,31.54,36.3
46.15,17.55,22.17
73.99,36.12,17.04
44.53,39.07,29.91
56.5,28.89,20.08
12.81,13.83,30.41
30.03,44.28,32.97
73.35,24.32,8.26
87.35,14.99,4.6
48.78,31.77,23.68
13.21,17.95,29.83
87.34,29.29,12.69
12.9,27.16,35.21
57.1,34.72,19.97
21.79,24.66,30.2
11.75,30.79,36.43
34.28,17.59,22.9
54.25,31.84,20.43
31.04,43.01,37.3
67.01,41.73,20.42
26.75,22.23,23.11
50.2,15.52,18.94
50.73,26.48,20.88
37.43,26.84,21.9
77.35,30.56,10.83
81.46,24.21,7.91
57.17,43.65,25.03
15.06,43.52,38.64
36.25,31.83,28.17
33.32,14.56,24.2
44.95,20.55,20.16
32.76,28.41,28.02
65.42,44.24,23.4
14.9,43.7,40.0
62.19,42.63,24.36
73.51,17.57,11.7
89.68,43.91,15.62
61.22,24.28,15.69
11.33,41.73,40.0
24.23,29.64,32.43
51.8,23.99,19.71
85.2,41.28,15.6
66.71,16.06,11.72
55.64,29.58,21.08
81.56,19.67,6.37
64.89,21.29,17.77
40.85,40.8,34.28
52.12,43.58,29.23
68.84,32.03,17.83
29.96,37.08,29.45
61.36,40.65,23.66
14.36,39.62,37.72
50.71,21.16,15.8
64.36,11.57,12.19
14.04,19.19,31.84
46.61,23.64,21.87
14.15,16.3,28.8
63.38,31.62,19.45
44.28,17.96,16.67
85.84,34.7,11.15
28.97,32.93,33.41
59.73,36.96,21.94
64.89,27.99,15.04
72.83,15.42,9.8
40.05,13.07,18.21
59.75,21.32,13.47
57.93,44.76,28.78
72.56,27.55,14.0
25.15,44.35,35.34
34.88,25.57,25.39
20.56,32.15,35.83
33.3,31.9,29.37
77.09,12.67,5.95
14.77,30.86,34.63
25.03,19.54,24.13
17.45,39.04,36.77
82.05,41.71,15.61
53.31,17.53,16.98
77.36,33.39,12.37
89.54,41.16,15.09
70.44,12.14,7.73
67.28,44.91,19.36
73.91,17.14,11.55
43.96,44.91,30.32
23.37,19.7,26.77
16.35,38.35,35.46
17.11,29.15,31.84
26.36,21.56,26.85
70.59,26.45,11.65
88.49,38.38,12.94
12.55,11.02,32.35
56.76,41.15,22.69
33.55,19.28,23.57
41.12,27.56,23.84
73.87,30.19,15.71
72.96,18.37,11.08
66.84,14.66,9.62
89.04,37.91,10.01
64.86,34.64,18.69
89.39,38.11,11.78
54.33,27.86,20.7
16.2,37.11,34.41
81.57,40.13,14.36
66.17,20.17,11.68
19.37,10.99,29.11
31.94,41.54,34.33
25.89,28.53,28.38
62.66,42.92,22.92
56.16,34.62,19.36
25.27,10.81,25.8
76.06,36.41,19.13
10.89,30.35,39.25
77.05,21.49,8.48
28.18,12.88,27.67
68.69,44.58,26.98
83.56,24.14,8.52
20.73,41.94,35.07
49.76,28.78,21.49
86.29,36.49,12.09
36.1,10.86,21.33
77.99,18.04,6.47
36.8,33.28,28.5
73.47,24.73,11.52
52.16,43.35,25.59
70.38,20.88,10.91
77.89,35.33,10.24
20.46,21.33,32.55
55.21,37.41,23.69
39.98,31.53,27.2
14.58,17.54,29.95
38.3,34.8,30.34
80.96,18.7,3.9
18.79,12.65,26.53
75.64,38.82,17.7
79.13,31.21,8.33
78.27,41.15,18.33
23.03,37.59,34.38
69.96,10.12,10.41
18.75,38.93,37.44
73.39,11.74,12.62
51.78,40.06,29.41
18.61,16.78,26.93
35.43,28.68,27.59
58.39,11.96,14.7
34.37,29.74,26.99
20.15,19.49,29.92
33.72,39.59,29.53
61.4,15.03,15.03
41.21,25.75,22.79
24.28,23.23,27.7
45.65,28.86,23.13
58.84,11.93,13.4
38.28,35.53,28.82
27.02,11.89,24.92
30.95,13.34,25.41
73.85,26.41,8.88
33.23,27.03,26.49
15.16,38.36,37.26
44.4,26.47,24.3
81.21,18.71,12.18
59.02,29.04,21.28
20.25,37.58,31.95
47.07,13.52,17.42
13.74,18.84,29.23
28.36,21.35,26.75
45.39,22.6,20.49
49.9,39.74,28.32
50.45,17.74,18.83
55.58,30.75,20.33
70.25,18.88,8.61
68.49,37.78,17.56
75.84,25.47,12.36
33.56,27.38,25.76
84.91,20.78,7.84
17.49,22.18,29.05
41.22,20.06,18.87
20.17,29.56,30.93
69.58,40.01,18.62
69.97,15.04,11.71
67.34,32.15,17.99
37.47,39.56,29.31
42.57,18.19,16.36
50.07,18.14,15.76
14.52,15.75,28.31
86.68,28.95,9.86
43.36,24.32,22.6
36.5,17.32,25.83
45.9,42.08,28.77
46.35,35.21,27.04
40.49,23.24,19.98
39.16,17.3,21.88
61.48,30.95,16.28
60.03,15.62,13.46
58.84,39.83,21.05
85.31,20.67,4.88
39.41,24.62,24.04
21.06,40.43,39.09
33.49,30.51,24.71
68.95,40.23,18.35
19.43,43.53,37.13
86.18,41.61,15.31
57.14,22.48,12.05
28.05,22.73,29.39
44.55,42.29,29.52
49.44,34.88,26.31
20.73,33.76,34.16
65.42,32.09,21.69
90.0,28.46,5.08
87.16,35.08,13.44
51.19,12.47,18.18
27.69,33.98,31.18
62.86,27.06,11.86
36.66,14.93,21.37
18.89,18.5,26.37
39.87,24.44,21.41
27.43,12.58,23.42
50.84,14.6,19.83
28.63,42.85,33.49
52.88,23.27,15.76
75.66,42.15,18.24
42.72,29.11,24.27
40.19,33.97,26.81
86.14,33.87,10.94
47.91,23.95,19.14
21.51,39.73,32.18
12.05,37.1,39.26
13.78,32.28,33.43
38.74,21.39,17.77
80.93,23.38,9.96
44.06,42.81,25.88
55.45,24.04,17.4
72.4,15.67,8.35
68.31,31.36,16.12
87.92,18.61,4.25
64.34,23.57,13.69
37.03,11.13,22.11
31.5,28.98,26.87
24.26,18.55,24.24
17.74,29.42,31.51
79.99,35.71,11.69
80.76,17.3,7.43
71.84,24.95,15.06
22.54,33.28,31.42
85.75,17.72,8.73
51.38,24.41,18.25
81.63,38.61,18.62
80.79,37.99,17.27
80.15,13.77,11.5
44.02,26.96,19.93
89.21,43.94,11.08
34.54,31.86,28.11
42.08,22.82,21.47
46.38,31.12,26.09
64.07,20.64,13.56
79.94,20.79,10.53
60.01,24.42,17.23
89.32,14.41,5.49
68.01,36.2,18.93
86.83,32.02,9.85
27.36,30.41,28.85
13.15,31.13,35.37
14.96,39.61,33.87
59.03,26.54,13.64
47.11,15.84,20.32
65.25,24.99,12.17
22.29,10.89,28.02
20.19,28.45,32.89
58.25,41.93,26.15
81.85,32.82,11.04
54.91,43.49,26.03
89.19,22.45,6.48
69.33,15.37,10.47
63.56,38.53,23.97
37.97,38.56,31.54
81.74,16.11,8.49
19.74,28.94,30.56
44.29,31.53,25.46
36.35,12.91,20.15
37.41,24.57,27.38
37.19,42.48,30.83
69.45,21.88,13.93
20.28,25.9,32.47
77.68,38.77,18.71
18.74,23.34,28.46
69.07,42.37,21.11
24.07,40.29,33.76
65.22,32.19,15.69
25.21,10.16,24.4
17.86,29.98,34.37
87.51,16.39,1.29
42.16,19.69,20.61
38.84,14.3,23.21
52.02,43.23,28.73
45.43,18.2,17.57
45.2,29.63,22.52
21.37,16.57,27.1
16.86,44.97,39.24
76.31,22.77,12.23
48.78,27.37,20.19
54.76,34.93,18.1
60.94,23.93,16.42
27.06,20.92,22.37
89.43,34.94,12.05
50.62,42.92,25.41
37.12,12.91,18.98
84.12,21.46,7.68
67.75,26.68,16.77
57.98,42.36,27.53
19.36,16.31,27.04
67.34,16.98,11.25
71.51,10.14,7.82
75.46,36.05,18.8
23.24,25.1,29.21
32.77,41.9,32.07
49.18,41.23,30.17
36.58,13.3,22.17
84.23,40.38,16.93
79.59,34.79,11.73
16.79,19.12,31.0
63.75,25.79,14.03
58.84,44.22,27.33
64.57,14.31,12.85
41.19,35.25,28.16
87.86,36.45,8.79
36.06,34.53,28.09
20.79,15.48,24.87
86.55,42.48,13.34
38.22,22.45,23.92
88.59,23.76,4.69
37.35,12.76,27.69
11.05,31.12,37.77
48.55,34.55,25.22
26.13,43.25,37.41
44.67,37.41,29.64
33.24,34.01,30.81
77.83,43.25,17.33
17.11,36.35,36.43
80.41,44.33,19.82
36.09,19.7,26.19
30.07,41.54,36.04
50.6,16.24,14.68
59.23,14.52,14.18
13.73,44.58,40.0
40.26,14.6,19.41
85.56,21.26,4.52
38.92,44.73,33.72
16.37,26.88,31.98
64.01,12.09,13.41
62.18,38.14,20.4
14.93,22.75,32.94
11.52,34.92,34.63
